keyword,language,topic,topicColor,keywordColor,limitPages,ratioNew
'Thomas Haldenwang',en,Deutschland,#1818e8,#1818e8,1,0.1572592183303716
'Stefan Rahmstorf',en,Deutschland,#1818e8,#1818e8,2,0.1562787274652232
'Schellnhuber',en,Deutschland,#1818e8,#1818e8,2,0.1561445892631967
'Igor Setschin',en,Russland,#e81818,#e81818,1,0.1558063994083963
'Alexander Lukaschenko',en,Belarus,#e81858,#e81858,3,0.1555284624071802
'Lothar Wieler',en,Deutschland,#1818e8,#1818e8,1,0.1549586520953789
'Mojib Latif',en,Deutschland,#1818e8,#1818e8,1,0.1542132362785454
'Tamim bin Hamad Al Thani',en,Katar,#111111,#111111,2,0.1538850659788552
'Michael Ballweg',en,Deutschland,#1818e8,#1818e8,1,0.1522513894559661
'Wolfgang Schäuble',en,Deutschland,#1818e8,#1818e8,2,0.1520164994242472
'Anthony Fauci',en,USA,#18e8e8,#18e8e8,1,0.1519419979108522
